Timestamp,Username,"Programa o carrera que estás estudiando: (en caso de doble titulación, menciona ambas carreras o programas).",Campus al que perteneces,Género,Nacionalidad:,Edad,1.- I get my full water bottle while leaving home.,2.- I wonder about increasing of cancer events in industrial areas.,3.- Degenerated enviromental conditions can cause negative effect on mental health.,"4.- What a pitty!, people think that technology can solve every problem, althought technology cannot produce one gram organic honey.","5.- The reflection of enviromental problems can be seen at the same time, in succession, and more than one area.",6.- I try to pattern people who have positive ecologic behavior in my social life.,7.- I prefer to buy local vegetables and fruits.,8.- I believe that one of the ways of fighting with obesity is enviromental education.,"9.- I have remorse to know some goods I buy, are produced by explotation of human work.","10.- One of the reasons of immigration of rural people, is the job lost due to global firms.",11.- Global firms prevent local producer to have profit.,"12.- People, to immigrate to another place, are cheaper laborer sources for big companies.","13.-  En una escala del 1 al 10, ¿cómo consideras que cambió tu mentalidad y comportamiento respecto a la sostenibilidad, como resultado de lo que aprendiste en tu carrera profesional?  (Donde 1 es nada, 10 es totalmente)",14.- Da alguna razón o justificación de tu respuesta anterior.
2025/05/23 3:22:34 PM MDT,221,Licenciatura en Finanzas,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,10,Es importante el cuidadod el medio ambiente para un futuro 
2025/05/23 3:22:49 PM MDT,222,LAF,Campus Guadalajara,Hombre,Mexicana,23 a 24 años,Completely agree,Not sure,Completely agree,Partly disagree,Not sure,Partly agree,Not sure,Partly disagree,Not sure,Completely agree,Completely agree,Completely agree,10,","
2025/05/23 3:23:20 PM MDT,223,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Completely agree,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Completely agree,Completely agree,Partly disagree,4,No tengo informacion concreta al respecto
2025/05/23 3:23:56 PM MDT,224,LAF,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Not sure,Not sure,Completely agree,Partly agree,Completely disagree,Partly disagree,Not sure,Not sure,Partly agree,10,Recibí el material suficiente para tener la conciencia suficiente acerca del tema de la sostenibilidad.
2025/05/23 3:24:14 PM MDT,225,LAF,Campus Guadalajara,Mujer,Mexicana,23 a 24 años,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,10,.
2025/05/23 3:24:27 PM MDT,226,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Partly disagree,Not sure,Completely agree,Completely agree,Completely agree,6,Conocimientos aprendidos a lo largo de clases de sustentabilidad.
2025/05/23 3:24:31 PM MDT,227,LAF,Campus Guadalajara,Hombre,mexicano,21 a 22 años,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,8,Por todo lo aprendido
2025/05/23 3:24:33 PM MDT,228,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Not sure,Completely disagree,Partly agree,Partly agree,Partly agree,Partly agree,9,Aprendí sobre las finanzas enfocadas en la sostenibilidad.
2025/05/23 3:24:52 PM MDT,229,LAF,Campus Guadalajara,Mujer,mexicana,25 años o más,Completely disagree,Partly disagree,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly disagree,Partly disagree,9,empresas ESG
2025/05/23 3:25:07 PM MDT,230,LAF,Campus Guadalajara,Hombre,Mexicano,23 a 24 años,Completely disagree,Completely disagree,Partly agree,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,8,NO SE
2025/05/23 3:25:58 PM MDT,231,LAF,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Partly agree,Partly disagree,Partly agree,10,He aprendido de finanzas sostenibles y cambio mi perspectiva sobre el medio ambiente aplicado en el ambiente laboral
2025/05/23 3:26:36 PM MDT,232,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely disagree,Not sure,Not sure,Completely agree,Partly agree,Not sure,Partly disagree,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,9,"Siempre estuve consiente del problema que tenemos actualmente con la crisis ambiental, ahora en la carrera me lo explicaron mejor y me abrieron más los ojos "
2025/05/23 3:26:54 PM MDT,233,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely disagree,Partly disagree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Partly disagree,Completely agree,9,Depende mucho de la persona
2025/05/23 4:04:38 PM MDT,234,LAF,Campus Guadalajara,Mujer,Mexicana,23 a 24 años,Not sure,Not sure,Completely agree,Partly disagree,Partly disagree,Not sure,Not sure,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,5,Si influencio pero no tanto
2025/05/23 5:07:24 PM MDT,235,Finanzas,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Partly disagree,Not sure,Partly agree,Not sure,Partly agree,9,"siempre he tenido consiencia de la responsabilidad social, pero entre en temas relevantes para comprenderlas mas "
2025/05/23 5:35:21 PM MDT,236,Licenciatura en Finanzas,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,8,Soy pro medio ambiente
2025/05/23 5:37:21 PM MDT,237,LAF,Campus Guadalajara,Hombre,Mexicana,25 años o más,Completely agree,Partly disagree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,7,"Trato de ser ecofriendly por gusto personal y el mundo, pero no había pensado en l gente de zonas rurales afectadas"
2025/05/23 5:37:22 PM MDT,238,LAF,Campus Guadalajara,Mujer,Mexicana ,21 a 22 años,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Not sure,Partly disagree,Completely agree,Partly agree,Partly agree,Partly agree,8,En su finanzas no tiene que ver mucho con la sustentabilidad. Lo que me ha hecho darme cuenta son los proyectos y retos 
2025/05/23 5:38:09 PM MDT,239,Licenciatura en Finanzas,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Not sure,Partly agree,Completely agree,10,"A lo largo de mi carrera estuvimos indigando sobre la sostenibilidad y como las empresas deben ser dialmente responsables, por lo que al ver los impactos y los cambios que debemos realizar en nuestras vidas personales y profesionales, realmente cambio mi mentalidad. "
2025/05/23 5:39:51 PM MDT,240,Finanzas,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,8,Porque me hizo más consciente
2025/05/23 5:39:58 PM MDT,241,LAF,Campus Guadalajara,Mujer,Mexicana ,21 a 22 años,Partly disagree,Not sure,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,7,Había veces en donde las clases eran muy teóricas y no se veían casos reales
2025/05/23 5:40:00 PM MDT,242,LAF,Campus Guadalajara,Hombre,Mexico,21 a 22 años,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Partly disagree,Completely disagree,Not sure,Not sure,Partly agree,4,No me enseñaron nada relvante
2025/05/23 5:40:07 PM MDT,243,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,4,No nos dan mucho cocnocimiento acerca de estos temas 
2025/05/23 5:40:18 PM MDT,244,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly disagree,Not sure,Not sure,Partly disagree,Partly agree,Partly agree,8,Sensibilizacion con materias ESG
2025/05/23 5:40:22 PM MDT,245,LAF,Campus Guadalajara,Hombre,Mexicana ,21 a 22 años,Partly agree,Partly disagree,Completely agree,Partly agree,Not sure,Not sure,Not sure,Partly agree,Not sure,Completely agree,Partly agree,Partly agree,8,"Tuve varias materias con visión ambiental, pero ya conocía mucha de la información que se me proporcionó"
2025/05/23 5:40:31 PM MDT,246,LAF,Campus Guadalajara,Hombre,Mexicana,23 a 24 años,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Not sure,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,8,Creo que el leer estas preguntas hace preguntarte que esta bien y que no 
2025/05/23 5:41:23 PM MDT,247,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Completely agree,Not sure,Completely agree,Partly disagree,Partly agree,Partly agree,Not sure,Partly disagree,Partly disagree,Partly agree,Partly agree,Partly agree,7,"No creo que haya cambiado mucho, pero si profundice mis opiniones acerca de varios temas."
2025/05/23 5:41:37 PM MDT,248,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Not sure,Completely agree,Partly agree,Not sure,Partly agree,Completely agree,Partly agree,Not sure,Partly agree,9,Inversión en acciones alineadas con lo ESG
2025/05/23 5:41:46 PM MDT,249,LAF,Campus Guadalajara,Hombre,MEXICANO,21 a 22 años,Completely disagree,Not sure,Partly agree,Not sure,Partly agree,Completely disagree,Not sure,Partly disagree,Partly disagree,Partly agree,Partly agree,Completely agree,7,Me hizo ser consciente que la sostenibilidad es un tema de relevancia para todas las empresas sin importar tamaño y año con año se promueve mucho más este movimiento.
2025/05/23 5:41:55 PM MDT,250,LAF,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,8,Me enseñaron a ser ma consciente acerca de la situacion en mi entorno
2025/05/23 5:42:00 PM MDT,251,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Not sure,Completely disagree,Completely agree,Not sure,Partly agree,Not sure,Partly agree,Not sure,Completely disagree,Partly agree,Partly agree,Partly agree,6, 
2025/05/23 5:42:15 PM MDT,252,LAF,Campus Guadalajara,Hombre,Mexicano,23 a 24 años,Completely agree,Not sure,Completely agree,Completely disagree,Completely agree,Completely agree,Partly agree,Not sure,Completely agree,Not sure,Completely agree,Completely agree,10,Considero que he aprendido bastante sobre sostenibilidad y el impacto de ella en nuestra sociedad durante mi carrera en el tec 
2025/05/23 5:42:24 PM MDT,253,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Not sure,Partly agree,Partly agree,Completely disagree,Completely agree,Completely agree,Partly agree,Not sure,Completely agree,Not sure,Completely agree,Partly disagree,9,"Considero que he aprendido, gracuas a las herramientas del tecnologico de monterrey que nos han brindado"
2025/05/23 5:42:51 PM MDT,254,LAF,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Partly agree,Partly disagree,Completely agree,Partly disagree,Completely agree,Partly agree,Partly agree,Partly agree,Partly disagree,Partly disagree,Partly agree,Not sure,8,Me otorgaron herramientas para medir la importancia y el impacto.
2025/05/23 5:43:16 PM MDT,255,LAF,Campus Guadalajara,Hombre,Mexicano ,23 a 24 años,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Not sure,Partly agree,Partly disagree,Partly agree,Not sure,Not sure,Not sure,8,Soy consciente de lo que consumo y su impacto en el medio ambiente 
2025/05/23 5:43:29 PM MDT,256,Laf ,Campus Guadalajara,Mujer,Mexicana ,23 a 24 años,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly disagree,Partly agree,Completely agree,Completely agree,Completely agree,8,"Nos enseñaron que lo importante de hacer negocios no es ganar dinero, sino aportar algún beneficio a la sociedad y al medio ambiente! "
2025/05/23 5:44:15 PM MDT,257,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Completely agree,Not sure,Completely agree,Not sure,Not sure,Completely agree,Partly agree,Partly agree,Completely agree,Not sure,Partly disagree,Partly agree,10,"Principalmente porque nos enseñan bastante de eso, además es buena estar o crear un negocio de eso para poder tener mejores rendimientos al poder contribuir al planeta y llamar la atención de la gente con ideas renovables. El tec incentiva mucho a que sus estudiantes crees ideas que aporten positivamente."
2025/05/23 5:44:37 PM MDT,258,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Completely agree,Partly disagree,Completely agree,Partly disagree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,9,"Sé de las necesidades del planeta, cómo ayudar y sobre todo como estar informado al respecto"
2025/05/23 5:44:37 PM MDT,259,laf,Campus Guadalajara,Hombre,colombia,23 a 24 años,Not sure,Completely agree,Partly agree,Partly disagree,Completely agree,Completely disagree,Partly agree,Completely disagree,Not sure,Not sure,Not sure,Not sure,7,"fui mas conciente de mi entorno 
"
2025/05/23 5:44:37 PM MDT,260,LAF,Campus Guadalajara,Hombre,MEXICANO,21 a 22 años,Partly agree,Completely disagree,Partly agree,Not sure,Partly disagree,Partly disagree,Partly disagree,Not sure,Partly agree,Partly disagree,Partly agree,Partly disagree,7,Sentí que no fue tan relevante su aplicación para lo que hacíamos pero en general veo la importancia de la materia sobre todas las carreras
2025/05/23 5:45:25 PM MDT,261,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Completely agree,Partly disagree,Partly agree,Partly disagree,Not sure,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Partly agree,Partly agree,7,Logré entender el impacto en el medio ambiente detrás de las decisiones que tomamos
2025/05/23 5:50:14 PM MDT,262,LAF,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,5,"Considero que mi comportamiento respecto a sostenibilidad ha mejorado y con más consciencia, sin embargo considero que ha sido a factores ajenos a la carrera universitaria ya que en contadas ocasiones pudimos explorar a profundidad lo que es realmente la sostenibilidad y sus beneficios al respecto."
2025/05/23 5:52:32 PM MDT,263,LAF,Campus Guadalajara,Mujer,mEXICANO,21 a 22 años,Partly disagree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,7,No siento que fuera algo necesario dentro de la evalucaion de materias y no nos dieros muchas alternativas para mitigar los efectos
2025/05/23 6:07:22 PM MDT,264,LAF,Campus Guadalajara,Mujer,Mexico,21 a 22 años,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Completely agree,10,Al llevar materias relacionadas con ESG puede observar las problemáticas y así entendí como con mis conocimientos puedo ponerlo en práctica 
2025/05/23 6:24:41 PM MDT,265,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Not sure,Not sure,Partly agree,Completely agree,Completely agree,Partly agree,Partly agree,Not sure,Completely agree,8,Tuve materias relacionadas como optativas 
2025/05/23 11:43:53 PM MDT,266,Finanzas,Campus Guadalajara,Hombre,Mezicana,25 años o más,Completely agree,Not sure,Not sure,Not sure,Not sure,Not sure,Completely agree,Partly disagree,Not sure,Partly agree,Completely disagree,Not sure,8,"Antes no me preocupaba sobre mi impacto ambiental dadas mis acciones diarias, ahora si "
2025/05/24 2:57:20 PM MDT,267,LAF,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Not sure,Not sure,Not sure,Not sure,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Not sure,10,Porque nos adentraron en todos los temas de sustenatbilidad que no conocia y te hace cambiar la perspectiva
2025/05/24 10:56:17 PM MDT,268,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely disagree,Partly agree,Partly agree,Not sure,Not sure,Not sure,Partly disagree,Partly disagree,Partly agree,9,"me ayudó a identificar que el futuro de la sostenibilidad no va venir por parte del individuo (consumo personal), sino la gran parte de la responsabilidad e impacto recae sobre las grandes corporaciones y estructuras economicas globales."
2025/05/29 5:18:04 PM MDT,269,LAE19  Y Master in International Management by Eada Business School Barcelona,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,9,Aprendí que la sostenibilidad va mas allá de cuidar el planeta tierra sino cuidar y hacer sostenible todas nuestras prácticas y estilo de vida. Si estamos bien nosotros mismos vamos a poder cuidar de los demás. 
2025/05/29 5:18:14 PM MDT,270,LAET,Campus Monterrey,Mujer,MEXICANA,21 a 22 años,Completely agree,Completely disagree,Not sure,Partly agree,Partly agree,Not sure,Partly disagree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,8,Muchas de nuestras materia buscaban incuclar el tema de sostenibilidad y reducir tu huella de carbono. Entonces aprendí mucho a crear soluciones de este tipo 
2025/05/29 5:19:31 PM MDT,271,LAET,Campus Monterrey,Hombre,Mexicana ,21 a 22 años,Partly agree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Not sure,Partly agree,Not sure,Not sure,8,NA
2025/05/29 5:19:54 PM MDT,272,LAET,Campus Monterrey,Hombre,Mexicana ,21 a 22 años,Completely agree,Not sure,Completely agree,Completely agree,Partly agree,Partly agree,Not sure,Partly disagree,Partly agree,Partly agree,Completely agree,Partly disagree,8,Considero que el tema de responsabilidad social dentro de las empresas es un tema muy importante sobre todo para las problematicas futuras que tendremeos debido a la contaminacion que ha ido en aumento. Considero que en la carrera entendimos un poco sobre el tema sin embargo no lo vimos a fondo ya que es un area del negocio que necesita especializarse para resolver de manera correcta los problemas ambientales 
2025/05/29 5:20:58 PM MDT,273,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Partly disagree,Completely agree,Partly disagree,Partly disagree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,7,"Considero que mejoré significativamente mi forma de vivir hacia un estilo más sostenible, me volví más consciente gracias a la gente que conocí y los temas que vi en las clases, sin embargo, aún tengo áreas de oportunidad."
2025/05/29 5:21:02 PM MDT,274,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly disagree,Partly agree,9,"Por medio de clases de co creación de valor, y creación de valor compartido, aprendí la importancia de la sustentabilidad y la ecología."
2025/05/29 5:22:14 PM MDT,275,LAET,Campus Monterrey,Mujer,Mexico,21 a 22 años,Completely agree,Partly agree,Partly agree,Partly disagree,Partly agree,Partly agree,Partly disagree,Not sure,Partly disagree,Not sure,Not sure,Not sure,6,"Durante la carrera vemos temas como el capitalismo consciente o la economía circular, pero en realidad no hemos puesto a prueba estas estrategias para conocer sus resultados."
2025/05/29 5:22:17 PM MDT,276,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Not sure,Not sure,Partly agree,Partly disagree,Partly disagree,Partly agree,Completely agree,Partly agree,Partly agree,7,"no recibí tanta educación, unidades de formación o reforzamiento de los temas sobre ecología más que una o dos optativas profesionales, algunas semanas tec o algunos temas dentro de uno o dos bloques pero no creo que sea suficiente."
2025/05/29 5:22:20 PM MDT,277,LAET,Campus Monterrey,Hombre,Mexicano,23 a 24 años,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,9,"mi mentalidad sobre la sostenibilidad cambió de verla como algo opcional a entenderla como una responsabilidad. Aprendí a tomar decisiones considerando el impacto social, ambiental y económico, adoptando hábitos más conscientes y promoviendo estrategias empresariales sostenibles con enfoque sistémico y de largo plazo."
2025/05/29 5:22:21 PM MDT,278,LAET,Campus Monterrey,Hombre,Canadiense,25 años o más,Completely agree,Partly agree,Completely agree,Partly disagree,Completely agree,Completely agree,Partly agree,Completely agree,Partly disagree,Partly agree,Partly disagree,Partly agree,10,"Por mi interés propio y la cultura que a cierto grado es propulsada por el tec a crear impactos en beneficio del medio ambiente al igual que aspectos sociales. En lo personal pienso es mas importante el medio ambiente y siempre he tratado de poner de mi parte mientras que lo social esta en plano secundario. Mi lógica es que la sociedad puede agruparse, organizarse y cuidarse a si misma a cierto grado, como especie dominante y la mas nociva es nuestro deber cuidar al medio ambiente. Hay medio ambiente sin sociedad, pero no hay sociedad si no cuidamos el medio ambiente."
2025/05/29 5:22:48 PM MDT,279,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Partly agree,Partly disagree,Not sure,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,10,No tenia idea de la cantidad de contaminacion que generan las industrias hasta que lo vi durante mis clases y me hizo reflexionar sobre las marcas que consumo
2025/05/29 5:22:50 PM MDT,280,LAE,Campus Monterrey,Hombre,MEX,21 a 22 años,Partly agree,Completely disagree,Completely disagree,Not sure,Partly agree,Partly disagree,Partly agree,Not sure,Partly disagree,Completely agree,Partly agree,Partly agree,9,Dado a que dentro de nuestras actividades y modelos de negocio a implementar siempre buscamos tener un impacto positivo en el ámbito social y ambiental
2025/05/29 5:22:52 PM MDT,281,LAET,Campus Monterrey,Mujer,mexicana,21 a 22 años,Partly agree,Completely disagree,Completely agree,Partly agree,Partly agree,Not sure,Partly disagree,Not sure,Completely agree,Partly agree,Not sure,Partly agree,8,En la mayoría de las propuestas que tenemos que elaborar para los socioformadores la parte de sostenibilidad es fundamental para asegurar su posicionamiento y responsabilidad social.
2025/05/29 5:22:55 PM MDT,282,LAET,Campus Monterrey,Mujer,mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Completely agree,Not sure,Not sure,Partly agree,Completely agree,Not sure,Partly agree,8,En mis proyectos constantemente nos solicitaban incluir un parte de sostenibilidad y ecología  para  tener un balance en cuento nuestra propuesta y pensamientos 
2025/05/29 5:23:01 PM MDT,283,LAET,Campus Monterrey,Hombre,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Partly disagree,Partly agree,Partly agree,Completely disagree,Not sure,Partly disagree,Partly agree,Partly agree,Partly agree,8,"Llegué a tener una materia de ecología aunque no estaba relacionada a mi carrera universitaria (LAET), pero si llegué a adquirir nuevos conocimientos y se abrió más mi panorama sobre este tema y me ayudó a reflexionar más sobre la conciencia de nuestras actividades y como impactan al medio ambiente"
2025/05/29 5:23:10 PM MDT,284,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Not sure,Completely disagree,Completely disagree,Completely agree,Completely agree,Completely agree,6,NA
2025/05/29 5:23:12 PM MDT,285,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Not sure,Not sure,Partly agree,Partly agree,Partly disagree,7,Varios proyectos nos ayudaron a crear conciencia
2025/05/29 5:24:48 PM MDT,286,LAET,Campus Monterrey,Hombre,Mexicana,21 a 22 años,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,9,"El por qué de mi respuesta es debido a mi involucramiento en distintos proyectos de sostenibilidad o responsabilidad social corporativa, en la que he generado una mayor sensibilidad en los distintos aspectos que rodean el tema. Aunado a esto, el ver temas como el triple bottom line, capitalismo consciente y la construcción de canvas sociales de negocios fueron forjando progresivamente un criterio personal en cuanto a este tema, a pesar de que mi carrera (Licenciatura en Estrategia y Transformación de Negocios) no forme el mayor expertise en el plan académico cursado."
2025/05/29 5:24:52 PM MDT,287,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,10,"Durante mi carrera profesional comprendí la conexión entre nuestras decisiones diarias y su impacto en el medio ambiente. Aprendí sobre consumo responsable, economía circular y sostenibilidad empresarial, lo cual me motivó a adoptar hábitos más conscientes, como reducir el uso de plásticos, optar por transporte compartido y apoyar productos locales. Estos aprendizajes transformaron mi forma de pensar y actuar en lo personal y profesional"
2025/05/29 5:25:35 PM MDT,288,LAET,Campus Monterrey,Mujer,MEXICANA,21 a 22 años,Partly agree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Partly agree,Partly agree,Partly agree,10,.
2025/05/29 5:25:51 PM MDT,289,LAEt,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Not sure,Partly agree,Not sure,Partly agree,Partly agree,Not sure,7,"En la carrera hemos visto mucho la importancia de voltear a ver el lado ambiental en las empresas, en cuanto a su impacto tanto positivo como negativo y pensar en ciertas estrategias relacionadas al impacto positivo en la cadena de valor al tener en mente el impacto ambiental. Del mimo modo que hemos visto respecto a la certificación de empresas B y cómo se puede beneficiar la empresa misma al voltear a ver al medio ambiente como un stakeholder en conjunto y en parte relacionado con la sociedad."
2025/05/29 5:25:59 PM MDT,290,Estrategia y Transformación de Negocios,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Partly disagree,Partly disagree,Completely agree,Partly agree,Partly disagree,Not sure,Not sure,Partly agree,Not sure,9,Todos nuestros proyectos con empresas van de la mano con propuestas sostenibles y verdes siempre buscando responsabilidad social y ambiental
2025/05/29 5:26:49 PM MDT,291,LAET,Campus Monterrey,Hombre,Mexicano,21 a 22 años,Partly agree,Not sure,Completely agree,Partly agree,Completely agree,Partly disagree,Completely agree,Completely disagree,Completely disagree,Not sure,Completely agree,Completely agree,10,"Antes no tenía consciencia sobre el cuidado del medio ambiente, ni del cuidado de la salud de las personas tanto en lo personal como en el ambiente laboral. Aprendí que toda empresa debe de seguir las normativas ambientales, alinearse a los ODS y el convertirse en empresas social y ambientalmente responsables."
2025/05/29 5:31:19 PM MDT,292,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Completely disagree,Partly agree,Partly disagree,Partly agree,Completely agree,Partly disagree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,10,Soy muy consciente que mis acciones tienen un alto impacto en mi entorno y que solo tenemos un planeta para vivir. 
2025/05/29 9:20:22 PM MDT,293,LAET,Campus Monterrey,Mujer,Mexicana ,21 a 22 años,Completely agree,Not sure,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,9,"En realidad he tenido el privilegio de conocer el tema desde que tengo memoria. Sin embargo, las clases que he tomado a lo largo de mi carrera profesional han enriquecido mi conocimiento, expandiendo mi razonamiento a investigar a profundidad ciertas prácticas, conocer acerca de las empresas multinacionales y como estas empresas son las que mueven al mundo. Dentro de toda su cadena de valor, impacta directa e indirectamente al resto del mundo. "
